total_rows,rows_updated,rows_created,errors,date,day_of_week,axis_label,is_anom,anomaly_type
29639.0,7999.0,21640,15.0,,,,0,
29248.0,7040.0,22208,12.0,,,,0,
27925.0,10440.0,17485,7.0,,,,0,
28089.0,15507.0,12582,12.0,,,,0,
31919.0,27160.0,4759,13.0,,,,0,
27597.0,2326.0,25271,9.0,,,,0,
35185.0,12058.0,23127,10.0,,,,0,
33766.0,21272.0,12494,12.0,,,,0,
33136.0,429.0,32707,9.0,,,,0,
27805.0,25977.0,1828,5.0,,,,0,
33639.0,16863.0,16776,18.0,,,,0,
30564.0,25243.0,5321,6.0,,,,0,
26912.0,520.0,26392,4.0,,,,0,
32146.0,6767.0,25379,13.0,,,,0,
35048.0,25949.0,9099,12.0,,,,0,
26257.0,1175.0,25082,17.0,,,,0,
31877.0,27285.0,4592,20.0,,,,0,
29589.0,18621.0,10968,24.0,,,,0,
22786.0,9001.0,13785,14.0,,,,0,
25860.0,18262.0,7598,14.0,,,,0,
33929.0,3033.0,30896,9.0,,,,0,
26053.0,6399.0,19654,18.0,,,,0,
29536.0,24348.0,5188,24.0,,,,0,
37719.0,37248.0,471,7.0,,,,0,
31445.0,1536.0,29909,20.0,,,,0,
35864.0,12120.0,23744,15.0,,,,0,
32037.0,21179.0,10858,5.0,,,,0,
31707.0,15055.0,16652,14.0,,,,0,
31429.0,25234.0,6195,15.0,,,,0,
25578.0,3677.0,21901,20.0,,,,0,
29228.0,10585.0,18643,11.0,,,,0,
33063.0,13598.0,19465,3.0,,,,0,
26119.0,14417.0,11702,14.0,,,,0,
27237.0,12705.0,14532,15.0,,,,0,
31195.0,15710.0,15485,15.0,,,,0,
35680.0,2765.0,32915,13.0,,,,0,
33903.0,29026.0,4877,15.0,,,,0,
28371.0,12312.0,16059,20.0,,,,0,
32619.0,18288.0,14331,16.0,,,,0,
35390.0,25288.0,10102,8.0,,,,0,
36785.0,34761.0,2024,18.0,,,,0,
27069.0,23132.0,3937,21.0,,,,0,
35810.0,1163.0,34647,19.0,,,,0,
25517.0,19821.0,5696,8.0,,,,0,
21447.0,2654.0,18793,17.0,,,,0,
30100.0,14328.0,15772,7.0,,,,0,
35845.0,9808.0,26037,14.0,,,,0,
19962.0,10944.0,9018,14.0,,,,0,
33803.0,32121.0,1682,12.0,,,,0,
32891.0,27730.0,5161,14.0,,,,0,
21892.0,14810.0,7082,20.0,,,,0,
33532.0,7301.0,26231,13.0,,,,0,
33786.0,31075.0,2711,12.0,,,,0,
30009.0,16057.0,13952,12.0,,,,0,
31814.0,6590.0,25224,11.0,,,,0,
29495.0,2853.0,26642,12.0,,,,0,
35241.0,19412.0,15829,21.0,,,,0,
30065.0,9512.0,20553,14.0,,,,0,
27794.0,360.0,27434,8.0,,,,0,
26320.0,2923.0,23397,17.0,,,,0,
24534.0,14038.0,10496,24.0,,,,0,
29980.0,1439.0,28541,11.0,,,,0,
25970.0,5395.0,20575,16.0,,,,0,
25265.0,3078.0,22187,12.0,,,,0,
31049.0,3305.0,27744,15.0,,,,0,
29457.0,26773.0,2684,17.0,,,,0,
29750.0,20634.0,9116,10.0,,,,0,
36275.0,18180.0,18095,17.0,,,,0,
29867.0,22308.0,7559,13.0,,,,0,
33227.0,1864.0,31363,19.0,,,,0,
26752.0,10650.0,16102,13.0,,,,0,
35478.0,3293.0,32185,12.0,,,,0,
31190.0,29395.0,1795,17.0,,,,0,
33505.0,31515.0,1990,12.0,,,,0,
31333.0,8195.0,23138,9.0,,,,0,
31495.0,4966.0,26529,21.0,,,,0,
27897.0,6399.0,21498,7.0,,,,0,
21835.0,6192.0,15643,8.0,,,,0,
35346.0,28616.0,6730,16.0,,,,0,
35005.0,33524.0,1481,11.0,,,,0,
34135.0,22238.0,11897,18.0,,,,0,
29247.0,23493.0,5754,15.0,,,,0,
25677.0,19419.0,6258,4.0,,,,0,
21353.0,7013.0,14340,11.0,,,,0,
33316.0,7882.0,25434,15.0,,,,0,
29977.0,17770.0,12207,14.0,,,,0,
33517.0,27835.0,5682,10.0,,,,0,
32968.0,20618.0,12350,16.0,,,,0,
33591.0,1538.0,32053,14.0,,,,0,
33212.0,11021.0,22191,11.0,,,,0,
24408.0,11948.0,12460,5.0,,,,0,
29660.0,24230.0,5430,4.0,,,,0,
35969.0,25881.0,10088,10.0,,,,0,
29043.0,26697.0,2346,12.0,,,,0,
31670.0,24645.0,7025,9.0,,,,0,
23965.0,16639.0,7326,5.0,,,,0,
28186.0,2072.0,26114,27.0,,,,0,
27453.0,9902.0,17551,4.0,,,,0,
29231.0,21429.0,7802,20.0,,,,0,
27471.0,5937.0,21534,14.0,,,,0,
29031.0,20291.0,8740,17.0,,,,0,
29091.0,6076.0,23015,12.0,,,,0,
31584.0,21402.0,10182,10.0,,,,0,
37972.0,37220.0,752,8.0,,,,0,
31191.0,16802.0,14389,28.0,,,,0,
31475.0,3089.0,28386,17.0,,,,0,
28001.0,5540.0,22461,10.0,,,,0,
25300.0,308.0,24992,14.0,,,,0,
31612.0,3728.0,27884,11.0,,,,0,
25772.0,14408.0,11364,12.0,,,,0,
23506.0,12786.0,10720,14.0,,,,0,
23631.0,10846.0,12785,11.0,,,,0,
22413.0,2501.0,19912,22.0,,,,0,
33402.0,27208.0,6194,13.0,,,,0,
31785.0,25291.0,6494,11.0,,,,0,
23579.0,14105.0,9474,10.0,,,,0,
30092.0,24260.0,5832,13.0,,,,0,
31123.0,21947.0,9176,12.0,,,,0,
23836.0,22856.0,980,15.0,,,,0,
28854.0,27781.0,1073,13.0,,,,0,
31731.0,4577.0,27154,14.0,,,,0,
28436.0,25110.0,3326,10.0,,,,0,
29251.0,15948.0,13303,16.0,,,,0,
38229.0,15652.0,22577,13.0,,,,0,
30100.0,28306.0,1794,14.0,,,,0,
30969.0,8008.0,22961,13.0,,,,0,
28917.0,19329.0,9588,12.0,,,,0,
24113.0,11472.0,12641,4.0,,,,0,
31798.0,23014.0,8784,14.0,,,,0,
34014.0,29565.0,4449,18.0,,,,0,
29405.0,38.0,29367,13.0,,,,0,
24694.0,6387.0,18307,21.0,,,,0,
29354.0,28675.0,679,15.0,,,,0,
30267.0,13972.0,16295,7.0,,,,0,
31473.0,2647.0,28826,17.0,,,,0,
36904.0,20344.0,16560,18.0,,,,0,
26077.0,3701.0,22376,23.0,,,,0,
33345.0,27568.0,5777,18.0,,,,0,
29836.0,23954.0,5882,29.0,,,,0,
29345.0,14515.0,14830,7.0,,,,0,
32003.0,8106.0,23897,14.0,,,,0,
27535.0,862.0,26673,6.0,,,,0,
30810.0,11613.0,19197,9.0,,,,0,
28380.0,15243.0,13137,9.0,,,,0,
31720.0,17923.0,13797,5.0,,,,0,
22769.0,8441.0,14328,10.0,,,,0,
25678.0,22534.0,3144,22.0,,,,0,
17881.0,11038.0,6843,13.0,,,,0,
28272.0,2891.0,25381,10.0,,,,0,
27218.0,3693.0,23525,10.0,,,,0,
21952.0,9330.0,12622,10.0,,,,0,
36266.0,29155.0,7111,11.0,,,,0,
31160.0,7758.0,23402,10.0,,,,0,
39870.0,24090.0,15780,16.0,,,,0,
27836.0,17377.0,10459,16.0,,,,0,
25518.0,18947.0,6571,8.0,,,,0,
34780.0,6123.0,28657,9.0,,,,0,
25480.0,7976.0,17504,4.0,,,,0,
28378.0,19421.0,8957,22.0,,,,0,
27207.0,25024.0,2183,17.0,,,,0,
25234.0,17430.0,7804,21.0,,,,0,
29934.0,22278.0,7656,26.0,,,,0,
33915.0,202.0,33713,4.0,,,,0,
33380.0,3346.0,30034,13.0,,,,0,
27350.0,25275.0,2075,9.0,,,,0,
27377.0,4065.0,23312,15.0,,,,0,
27260.0,16892.0,10368,8.0,,,,0,
21830.0,12809.0,9021,15.0,,,,0,
30042.0,8470.0,21572,10.0,,,,0,
31729.0,26583.0,5146,5.0,,,,0,
31572.0,20276.0,11296,15.0,,,,0,
21669.0,21015.0,654,19.0,,,,0,
29257.0,21666.0,7591,17.0,,,,0,
25341.0,13906.0,11435,9.0,,,,0,
31914.0,26115.0,5799,10.0,,,,0,
31489.0,16153.0,15336,11.0,,,,0,
29630.0,13347.0,16283,8.0,,,,0,
31364.0,22892.0,8472,16.0,,,,0,
29462.0,7713.0,21749,9.0,,,,0,
23871.0,7511.0,16360,6.0,,,,0,
31825.0,27792.0,4033,12.0,,,,0,
25449.0,4800.0,20649,19.0,,,,0,
31594.0,1363.0,30231,14.0,,,,0,
31680.0,12877.0,18803,16.0,,,,0,
28942.0,26074.0,2868,13.0,,,,0,
25968.0,318.0,25650,10.0,,,,0,
27865.0,9933.0,17932,14.0,,,,0,
25555.0,12742.0,12813,8.0,,,,0,
24252.0,19971.0,4281,6.0,,,,0,
27491.0,15536.0,11955,10.0,,,,0,
27133.0,23541.0,3592,14.0,,,,0,
38020.0,29181.0,8839,15.0,,,,0,
32504.0,6030.0,26474,9.0,,,,0,
32175.0,12404.0,19771,5.0,,,,0,
35248.0,2515.0,32733,20.0,,,,0,
24034.0,4237.0,19797,13.0,,,,0,
29047.0,7391.0,21656,7.0,,,,0,
32986.0,20450.0,12536,15.0,,,,0,
21945.0,15798.0,6147,21.0,,,,0,
35672.0,13871.0,21801,23.0,,,,0,
23166.0,11352.0,11814,11.0,,,,0,
31287.0,7547.0,23740,16.0,,,,0,
26835.0,5193.0,21642,18.0,,,,0,
27609.0,20429.0,7180,9.0,,,,0,
31510.0,4467.0,27043,12.0,,,,0,
29578.0,18544.0,11034,22.0,,,,0,
37755.0,26869.0,10886,19.0,,,,0,
31509.0,9574.0,21935,6.0,,,,0,
27550.0,21012.0,6538,21.0,,,,0,
38021.0,27298.0,10723,13.0,,,,0,
31944.0,28506.0,3438,14.0,,,,0,
23420.0,7500.0,15920,19.0,,,,0,
32316.0,31515.0,801,8.0,,,,0,
34243.0,23260.0,10983,9.0,,,,0,
25299.0,5543.0,19756,22.0,,,,0,
29725.0,27315.0,2410,12.0,,,,0,
34120.0,21520.0,12600,13.0,,,,0,
29856.0,4700.0,25156,20.0,,,,0,
33884.0,15609.0,18275,14.0,,,,0,
29445.0,21085.0,8360,10.0,,,,0,
23613.0,7345.0,16268,13.0,,,,0,
37685.0,4959.0,32726,16.0,,,,0,
31726.0,28310.0,3416,14.0,,,,0,
25561.0,7862.0,17699,12.0,,,,0,
27163.0,21518.0,5645,22.0,,,,0,
34341.0,20754.0,13587,8.0,,,,0,
34242.0,17977.0,16265,16.0,,,,0,
32324.0,7150.0,25174,14.0,,,,0,
29028.0,27152.0,1876,21.0,,,,0,
33995.0,23428.0,10567,12.0,,,,0,
38079.0,30373.0,7706,8.0,,,,0,
35302.0,31407.0,3895,12.0,,,,0,
32022.0,5029.0,26993,18.0,,,,0,
35713.0,11130.0,24583,16.0,,,,0,
27779.0,8364.0,19415,17.0,,,,0,
27820.0,18083.0,9737,5.0,,,,0,
37828.0,32840.0,4988,13.0,,,,0,
29402.0,4641.0,24761,9.0,,,,0,
33852.0,14391.0,19461,10.0,,,,0,
33696.0,33300.0,396,15.0,,,,0,
32051.0,15088.0,16963,12.0,,,,0,
35728.0,3575.0,32153,20.0,,,,0,
36063.0,7558.0,28505,5.0,,,,0,
31061.0,4796.0,26265,15.0,,,,0,
24410.0,19820.0,4590,7.0,,,,0,
32750.0,22562.0,10188,13.0,,,,0,
31926.0,2373.0,29553,18.0,,,,0,
31570.0,28933.0,2637,19.0,,,,0,
27845.0,1828.0,26017,12.0,,,,0,
25520.0,7604.0,17916,9.0,,,,0,
25359.0,5165.0,20194,7.0,,,,0,
27356.0,12048.0,15308,12.0,,,,0,
25779.0,12631.0,13148,20.0,,,,0,
27415.0,8765.0,18650,15.0,,,,0,
23518.0,21587.0,1931,12.0,,,,0,
34082.0,32388.0,1694,9.0,,,,0,
36280.0,3505.0,32775,13.0,,,,0,
25906.0,15042.0,10864,14.0,,,,0,
30539.0,23188.0,7351,11.0,,,,0,
27613.0,15447.0,12166,14.0,,,,0,
25281.0,11380.0,13901,22.0,,,,0,
30899.0,726.0,30173,16.0,,,,0,
30009.0,4767.0,25242,17.0,,,,0,
35001.0,29864.0,5137,14.0,,,,0,
33195.0,23731.0,9464,5.0,,,,0,
29778.0,25461.0,4317,14.0,,,,0,
23373.0,22875.0,498,12.0,,,,0,
35738.0,32723.0,3015,19.0,,,,0,
23499.0,18993.0,4506,15.0,,,,0,
29722.0,8036.0,21686,11.0,,,,0,
31797.0,7537.0,24260,18.0,,,,0,
27075.0,1251.0,25824,8.0,,,,0,
27841.0,26474.0,1367,15.0,,,,0,
27213.0,25012.0,2201,21.0,,,,0,
25589.0,7269.0,18320,14.0,,,,0,
23402.0,7995.0,15407,20.0,,,,0,
26143.0,1983.0,24160,20.0,,,,0,
33042.0,10841.0,22201,12.0,,,,0,
29757.0,25398.0,4359,20.0,,,,0,
21620.0,11732.0,9888,20.0,,,,0,
36332.0,31146.0,5186,11.0,,,,0,
32804.0,5438.0,27366,11.0,,,,0,
37341.0,35050.0,2291,10.0,,,,0,
38077.0,32001.0,6076,22.0,,,,0,
34035.0,13377.0,20658,26.0,,,,0,
30866.0,10241.0,20625,14.0,,,,0,
23585.0,5309.0,18276,11.0,,,,0,
29588.0,22571.0,7017,8.0,,,,0,
31569.0,18286.0,13283,19.0,,,,0,
27399.0,13419.0,13980,17.0,,,,0,
29777.0,20287.0,9490,15.0,,,,0,
34063.0,19746.0,14317,10.0,,,,0,
27389.0,19792.0,7597,17.0,,,,0,
32651.0,11379.0,21272,5.0,,,,0,
34245.0,7366.0,26879,11.0,,,,0,
27209.0,13928.0,13281,11.0,,,,0,
25286.0,21122.0,4164,13.0,,,,0,
34312.0,15603.0,18709,18.0,,,,0,
23734.0,8079.0,15655,14.0,,,,0,
37774.0,8718.0,29056,14.0,,,,0,
33358.0,27468.0,5890,18.0,,,,0,
29661.0,19896.0,9765,14.0,,,,0,
27886.0,1258.0,26628,12.0,,,,0,
26892.0,17772.0,9120,22.0,,,,0,
29381.0,8886.0,20495,18.0,,,,0,
25382.0,17921.0,7461,9.0,,,,0,
35237.0,34065.0,1172,21.0,,,,0,
29881.0,6954.0,22927,8.0,,,,0,
27112.0,22453.0,4659,21.0,,,,0,
25655.0,8832.0,16823,15.0,,,,0,
26948.0,2606.0,24342,18.0,,,,0,
29446.0,5525.0,23921,12.0,,,,0,
27807.0,27395.0,412,8.0,,,,0,
27439.0,18662.0,8777,9.0,,,,0,
32954.0,25481.0,7473,10.0,,,,0,
29461.0,17693.0,11768,10.0,,,,0,
35040.0,5597.0,29443,15.0,,,,0,
31265.0,23020.0,8245,10.0,,,,0,
32097.0,5493.0,26604,13.0,,,,0,
34142.0,20334.0,13808,29.0,,,,0,
27409.0,25832.0,1577,13.0,,,,0,
33802.0,30102.0,3700,14.0,,,,0,
33839.0,3648.0,30191,21.0,,,,0,
29727.0,19147.0,10580,28.0,,,,0,
29702.0,6706.0,22996,11.0,,,,0,
23631.0,21205.0,2426,12.0,,,,0,
33708.0,32876.0,832,9.0,,,,0,
19516.0,3833.0,15683,10.0,,,,0,
30036.0,28148.0,1888,23.0,,,,0,
25288.0,8122.0,17166,24.0,,,,0,
25916.0,1220.0,24696,15.0,,,,0,
29953.0,15927.0,14026,14.0,,,,0,
27913.0,7821.0,20092,17.0,,,,0,
27759.0,467.0,27292,27.0,,,,0,
27828.0,25484.0,2344,14.0,,,,0,
24104.0,19038.0,5066,13.0,,,,0,
27772.0,21180.0,6592,22.0,,,,0,
31706.0,27005.0,4701,13.0,,,,0,
31592.0,20604.0,10988,20.0,,,,0,
28144.0,11163.0,16981,26.0,,,,0,
27534.0,23483.0,4051,10.0,,,,0,
35405.0,4467.0,30938,17.0,,,,0,
33563.0,18621.0,14942,6.0,,,,0,
29149.0,17590.0,11559,19.0,,,,0,
28112.0,18137.0,9975,13.0,,,,0,
29740.0,7960.0,21780,4.0,,,,0,
27232.0,18372.0,8860,8.0,,,,0,
25870.0,24256.0,1614,11.0,,,,0,
29469.0,21508.0,7961,7.0,,,,0,
31941.0,2707.0,29234,9.0,,,,0,
30095.0,20278.0,9817,10.0,,,,0,
29882.0,12101.0,17781,9.0,,,,0,
27300.0,11299.0,16001,15.0,,,,0,
31155.0,11106.0,20049,19.0,,,,0,
39073.0,22528.0,16545,12.0,,,,0,
27422.0,3296.0,24126,11.0,,,,0,
29083.0,26850.0,2233,11.0,,,,0,
31284.0,23059.0,8225,7.0,,,,0,
25947.0,5230.0,20717,14.0,,,,0,
33141.0,8373.0,24768,5.0,,,,0,
27616.0,14919.0,12697,23.0,,,,0,
33239.0,10327.0,22912,9.0,,,,0,
27229.0,18482.0,8747,6.0,,,,0,
29654.0,22783.0,6871,17.0,,,,0,
36013.0,32048.0,3965,17.0,,,,0,
31874.0,11160.0,20714,19.0,,,,0,
33388.0,21978.0,11410,13.0,,,,0,
25781.0,9462.0,16319,14.0,,,,0,
23746.0,15224.0,8522,12.0,,,,0,
23711.0,4621.0,19090,7.0,,,,0,
29388.0,18766.0,10622,9.0,,,,0,
26219.0,2625.0,23594,8.0,,,,0,
35557.0,4267.0,31290,6.0,,,,0,
26808.0,17789.0,9019,11.0,,,,0,
30210.0,15944.0,14266,16.0,,,,0,
21699.0,18510.0,3189,8.0,,,,0,
29387.0,10978.0,18409,16.0,,,,0,
29581.0,3544.0,26037,13.0,,,,0,
29147.0,6338.0,22809,20.0,,,,0,
29556.0,15859.0,13697,10.0,,,,0,
33171.0,17932.0,15239,6.0,,,,0,
33413.0,25905.0,7508,11.0,,,,0,
32996.0,16408.0,16588,14.0,,,,0,
33689.0,20638.0,13051,16.0,,,,0,
35873.0,8039.0,27834,12.0,,,,0,
27654.0,2747.0,24907,7.0,,,,0,
37817.0,20540.0,17277,11.0,,,,0,
25536.0,4623.0,20913,14.0,,,,0,
24789.0,10115.0,14674,10.0,,,,0,
25383.0,13559.0,11824,10.0,,,,0,
23733.0,22838.0,895,20.0,,,,0,
29272.0,15841.0,13431,5.0,,,,0,
32972.0,18066.0,14906,14.0,,,,0,
31139.0,16058.0,15081,10.0,,,,0,
33589.0,12191.0,21398,13.0,,,,0,
33379.0,26846.0,6533,13.0,,,,0,
28198.0,25995.0,2203,11.0,,,,0,
33231.0,1027.0,32204,10.0,,,,0,
28109.0,20474.0,7635,19.0,,,,0,
25782.0,22882.0,2900,18.0,,,,0,
29358.0,18319.0,11039,11.0,,,,0,
27712.0,20219.0,7493,13.0,,,,0,
21335.0,20978.0,357,13.0,,,,0,
25250.0,14747.0,10503,23.0,,,,0,
31762.0,7882.0,23880,14.0,,,,0,
35655.0,21291.0,14364,32.0,,,,0,
37770.0,24313.0,13457,13.0,,,,0,
33135.0,18101.0,15034,23.0,,,,0,
33837.0,28977.0,4860,7.0,,,,0,
31449.0,26056.0,5393,11.0,,,,0,
28122.0,8786.0,19336,6.0,,,,0,
27526.0,12623.0,14903,18.0,,,,0,
29017.0,23870.0,5147,20.0,,,,0,
30028.0,29166.0,862,16.0,,,,0,
27296.0,5778.0,21518,11.0,,,,0,
27365.0,11762.0,15603,12.0,,,,0,
27279.0,18901.0,8378,9.0,,,,0,
25291.0,16650.0,8641,17.0,,,,0,
29548.0,17157.0,12391,15.0,,,,0,
33415.0,2142.0,31273,13.0,,,,0,
29423.0,27497.0,1926,8.0,,,,0,
25000.0,12681.0,12319,13.0,,,,0,
21335.0,7872.0,13463,9.0,,,,0,
30083.0,4325.0,25758,15.0,,,,0,
29177.0,7462.0,21715,10.0,,,,0,
27914.0,12799.0,15115,15.0,,,,0,
25702.0,21075.0,4627,10.0,,,,0,
31707.0,4948.0,26759,19.0,,,,0,
26636.0,14541.0,12095,22.0,,,,0,
29630.0,171.0,29459,20.0,,,,0,
29051.0,24248.0,4803,15.0,,,,0,
26850.0,4377.0,22473,18.0,,,,0,
31454.0,10542.0,20912,8.0,,,,0,
33125.0,12250.0,20875,8.0,,,,0,
29121.0,2944.0,26177,10.0,,,,0,
31070.0,29133.0,1937,29.0,,,,0,
29907.0,16379.0,13528,9.0,,,,0,
21352.0,21208.0,144,8.0,,,,0,
29055.0,19488.0,9567,8.0,,,,0,
29651.0,25236.0,4415,5.0,,,,0,
39118.0,24504.0,14614,12.0,,,,0,
23851.0,11278.0,12573,12.0,,,,0,
23707.0,16619.0,7088,10.0,,,,0,
35513.0,9600.0,25913,18.0,,,,0,
36939.0,35085.0,1854,8.0,,,,0,
29494.0,70.0,29424,17.0,,,,0,
29213.0,25052.0,4161,15.0,,,,0,
31392.0,15440.0,15952,16.0,,,,0,
23657.0,21703.0,1954,23.0,,,,0,
29556.0,13560.0,15996,15.0,,,,0,
31074.0,8885.0,22189,18.0,,,,0,
25207.0,12155.0,13052,5.0,,,,0,
29422.0,28041.0,1381,10.0,,,,0,
33659.0,15524.0,18135,15.0,,,,0,
26426.0,15455.0,10971,23.0,,,,0,
33682.0,12967.0,20715,11.0,,,,0,
30777.0,6856.0,23921,14.0,,,,0,
29525.0,9866.0,19659,9.0,,,,0,
32273.0,15745.0,16528,12.0,,,,0,
30888.0,6735.0,24153,12.0,,,,0,
34997.0,20474.0,14523,10.0,,,,0,
27183.0,2779.0,24404,19.0,,,,0,
33916.0,32184.0,1732,4.0,,,,0,
31926.0,23651.0,8275,15.0,,,,0,
33654.0,13170.0,20484,11.0,,,,0,
29712.0,23697.0,6015,12.0,,,,0,
25136.0,15205.0,9931,16.0,,,,0,
28055.0,7833.0,20222,12.0,,,,0,
33006.0,25840.0,7166,11.0,,,,0,
23904.0,16657.0,7247,16.0,,,,0,
26842.0,8947.0,17895,9.0,,,,0,
27629.0,6176.0,21453,14.0,,,,0,
29807.0,11750.0,18057,15.0,,,,0,
29330.0,5332.0,23998,9.0,,,,0,
27319.0,14098.0,13221,16.0,,,,0,
33842.0,23028.0,10814,6.0,,,,0,
28839.0,8584.0,20255,25.0,,,,0,
23715.0,3887.0,19828,15.0,,,,0,
35814.0,5040.0,30774,7.0,,,,0,
31839.0,6184.0,25655,17.0,,,,0,
31610.0,25554.0,6056,24.0,,,,0,
15308.0,13011.0,2297,10.0,,,,0,
17822.0,7433.0,10389,11.0,,,,0,
17779.0,12822.0,4957,14.0,,,,0,
35893.0,17051.0,18842,20.0,,,,0,
27973.0,22867.0,5106,11.0,,,,0,
33587.0,19583.0,14004,9.0,,,,0,
33510.0,5917.0,27593,17.0,,,,0,
35404.0,15463.0,19941,10.0,,,,0,
21981.0,7568.0,14413,15.0,,,,0,
15553.0,11743.0,3810,11.0,,,,0,
30710.0,2577.0,28133,10.0,,,,0,
31169.0,21006.0,10163,28.0,,,,0,
29624.0,27023.0,2601,9.0,,,,0,
29302.0,27419.0,1883,11.0,,,,0,
31475.0,11822.0,19653,8.0,,,,0,
25743.0,12836.0,12907,7.0,,,,0,
27795.0,1731.0,26064,14.0,,,,0,
25698.0,6597.0,19101,18.0,,,,0,
23509.0,7266.0,16243,14.0,,,,0,
29371.0,26959.0,2412,16.0,,,,0,
29914.0,6159.0,23755,16.0,,,,0,
31378.0,20191.0,11187,20.0,,,,0,
30098.0,19260.0,10838,9.0,,,,0,
27228.0,14041.0,13187,14.0,,,,0,
27155.0,2922.0,24233,18.0,,,,0,
29179.0,21852.0,7327,18.0,,,,0,
31759.0,10094.0,21665,9.0,,,,0,
31576.0,24079.0,7497,14.0,,,,0,
29365.0,9706.0,19659,16.0,,,,0,
23320.0,20701.0,2619,14.0,,,,0,
33235.0,31729.0,1506,12.0,,,,0,
28959.0,6235.0,22724,17.0,,,,0,
33048.0,29960.0,3088,14.0,,,,0,
27990.0,10317.0,17673,20.0,,,,0,
33291.0,13376.0,19915,17.0,,,,0,
38545.0,30241.0,8304,13.0,,,,0,
27746.0,22651.0,5095,15.0,,,,0,
25841.0,22374.0,3467,11.0,,,,0,
32467.0,14472.0,17995,10.0,,,,0,
35539.0,29159.0,6380,14.0,,,,0,
23853.0,14401.0,9452,16.0,,,,0,
28909.0,12147.0,16762,12.0,,,,0,
25608.0,25485.0,123,9.0,,,,0,
28967.0,24101.0,4866,9.0,,,,0,
23873.0,6227.0,17646,20.0,,,,0,
34126.0,17478.0,16648,16.0,,,,0,
39460.0,11703.0,27757,15.0,,,,0,
29584.0,21890.0,7694,6.0,,,,0,
26880.0,26651.0,229,8.0,,,,0,
31325.0,26352.0,4973,15.0,,,,0,
29436.0,28788.0,648,10.0,,,,0,
37816.0,36522.0,1294,4.0,,,,0,
25281.0,25060.0,221,14.0,,,,0,
32046.0,1101.0,30945,12.0,,,,0,
37791.0,34465.0,3326,8.0,,,,0,
25304.0,14336.0,10968,15.0,,,,0,
27477.0,23607.0,3870,13.0,,,,0,
29916.0,6222.0,23694,10.0,,,,0,
28016.0,1475.0,26541,9.0,,,,0,
33934.0,28987.0,4947,20.0,,,,0,
26028.0,9505.0,16523,19.0,,,,0,
37368.0,29529.0,7839,14.0,,,,0,
33458.0,19811.0,13647,18.0,,,,0,
35796.0,29026.0,6770,16.0,,,,0,
29923.0,16449.0,13474,11.0,,,,0,
27252.0,19448.0,7804,5.0,,,,0,
30096.0,16719.0,13377,11.0,,,,0,
35194.0,28109.0,7085,9.0,,,,0,
37494.0,3625.0,33869,7.0,,,,0,
27757.0,6148.0,21609,14.0,,,,0,
29836.0,7459.0,22377,20.0,,,,0,
27174.0,1460.0,25714,11.0,,,,0,
33912.0,5124.0,28788,10.0,,,,0,
29564.0,24622.0,4942,18.0,,,,0,
29676.0,8759.0,20917,6.0,,,,0,
25563.0,1416.0,24147,13.0,,,,0,
28752.0,13792.0,14960,12.0,,,,0,
34134.0,17539.0,16595,9.0,,,,0,
31639.0,18617.0,13022,8.0,,,,0,
29592.0,18173.0,11419,17.0,,,,0,
34374.0,27197.0,7177,9.0,,,,0,
32168.0,17914.0,14254,11.0,,,,0,
29917.0,13104.0,16813,5.0,,,,0,
27854.0,10326.0,17528,14.0,,,,0,
27420.0,9093.0,18327,17.0,,,,0,
31187.0,28047.0,3140,11.0,,,,0,
29012.0,14392.0,14620,14.0,,,,0,
25815.0,641.0,25174,6.0,,,,0,
31441.0,30957.0,484,19.0,,,,0,
31095.0,18154.0,12941,17.0,,,,0,
31989.0,21085.0,10904,5.0,,,,0,
24932.0,7432.0,17500,10.0,,,,0,
25488.0,15309.0,10179,16.0,,,,0,
33191.0,24599.0,8592,24.0,,,,0,
27241.0,25502.0,1739,10.0,,,,0,
27568.0,27025.0,543,9.0,,,,0,
37283.0,30761.0,6522,11.0,,,,0,
40122.0,4216.0,35906,6.0,,,,0,
25914.0,22329.0,3585,15.0,,,,0,
21277.0,5828.0,15449,15.0,,,,0,
25629.0,20893.0,4736,19.0,,,,0,
23843.0,8184.0,15659,9.0,,,,0,
22855.0,18203.0,4652,7.0,,,,0,
25216.0,22196.0,3020,6.0,,,,0,
31727.0,12424.0,19303,16.0,,,,0,
31548.0,21208.0,10340,27.0,,,,0,
29996.0,14812.0,15184,27.0,,,,0,
32402.0,988.0,31414,21.0,,,,0,
24883.0,1629.0,23254,10.0,,,,0,
29459.0,24696.0,4763,20.0,,,,0,
35659.0,25550.0,10109,15.0,,,,0,
33653.0,2390.0,31263,16.0,,,,0,
28027.0,27567.0,460,21.0,,,,0,
27847.0,13742.0,14105,14.0,,,,0,
22908.0,21237.0,1671,14.0,,,,0,
35571.0,7863.0,27708,14.0,,,,0,
29841.0,26547.0,3294,13.0,,,,0,
27817.0,5320.0,22497,15.0,,,,0,
29575.0,1765.0,27810,17.0,,,,0,
21937.0,17178.0,4759,10.0,,,,0,
28880.0,27419.0,1461,10.0,,,,0,
31161.0,18197.0,12964,18.0,,,,0,
25924.0,14043.0,11881,14.0,,,,0,
28033.0,15599.0,12434,13.0,,,,0,
29163.0,13027.0,16136,13.0,,,,0,
30387.0,24153.0,6234,7.0,,,,0,
33384.0,17272.0,16112,8.0,,,,0,
