total_rows,rows_updated,rows_created,errors,date,day_of_week,axis_label
29875,26778,3097,12,,,
30660,24174,6486,14,,,
29189,24996,4193,18,,,
29084,5918,23166,21,,,
21713,7030,14683,12,,,
28051,22183,5868,15,,,
27321,11818,15503,12,,,
28052,26226,1826,13,,,
29492,8064,21428,10,,,
30775,6067,24708,11,,,
34665,24253,10412,6,,,
33368,19991,13377,15,,,
25585,24489,1096,15,,,
29910,12615,17295,12,,,
27543,13039,14504,17,,,
27330,7359,19971,12,,,
33473,1917,31556,19,,,
25934,19495,6439,20,,,
24085,8032,16053,13,,,
32917,22718,10199,10,,,
27301,1521,25780,23,,,
34073,19748,14325,12,,,
21785,9155,12630,17,,,
25871,23159,2712,15,,,
33850,3026,30824,7,,,
27236,14791,12445,7,,,
31871,10974,20897,6,,,
23270,12766,10504,18,,,
31515,484,31031,11,,,
29153,21709,7444,15,,,
23497,10232,13265,15,,,
26233,3355,22878,12,,,
29667,25496,4171,7,,,
29609,10628,18981,9,,,
25687,2314,23373,17,,,
25691,15021,10670,16,,,
25536,15317,10219,10,,,
28773,1926,26847,12,,,
27260,22189,5071,19,,,
31006,25549,5457,6,,,
33477,21192,12285,18,,,
33914,31125,2789,12,,,
29349,1328,28021,11,,,
27705,5027,22678,15,,,
35582,22165,13417,14,,,
29324,5354,23970,21,,,
35507,10205,25302,28,,,
25463,14701,10762,10,,,
33562,5218,28344,23,,,
21328,138,21190,21,,,
31373,3576,27797,11,,,
29720,13399,16321,19,,,
26876,22318,4558,12,,,
26110,6435,19675,12,,,
27417,13690,13727,11,,,
31484,30898,586,16,,,
25861,25247,614,10,,,
25434,807,24627,15,,,
33188,5625,27563,9,,,
33772,10279,23493,23,,,
23489,10337,13152,10,,,
31150,7191,23959,11,,,
21915,14458,7457,21,,,
29572,15232,14340,15,,,
33672,33201,471,23,,,
33846,21533,12313,18,,,
27639,23910,3729,8,,,
27949,1597,26352,21,,,
31249,26239,5010,16,,,
27758,13751,14007,10,,,
35200,1855,33345,13,,,
29928,17747,12181,14,,,
26008,7871,18137,15,,,
32444,28462,3982,16,,,
35436,4790,30646,13,,,
35638,12322,23316,16,,,
35084,29609,5475,9,,,
29412,7059,22353,28,,,
19405,8331,11074,7,,,
31245,27403,3842,16,,,
22938,17216,5722,14,,,
27290,10942,16348,12,,,
24361,13664,10697,22,,,
31501,16852,14649,8,,,
32144,8922,23222,13,,,
34796,5127,29669,16,,,
33968,17575,16393,12,,,
35748,21930,13818,9,,,
27002,16371,10631,9,,,
37150,22824,14326,22,,,
31104,11818,19286,9,,,
29789,26712,3077,16,,,
34675,14963,19712,27,,,
34270,31308,2962,8,,,
33620,18141,15479,29,,,
32080,7632,24448,8,,,
31025,17946,13079,15,,,
30195,23010,7185,12,,,
27850,19324,8526,17,,,
31413,18836,12577,10,,,
39439,36086,3353,12,,,
29639,7999,21640,15,,,
29248,7040,22208,12,,,
27925,10440,17485,7,,,
28089,15507,12582,12,,,
31919,27160,4759,13,,,
27597,2326,25271,9,,,
35185,12058,23127,10,,,
33766,21272,12494,12,,,
33136,429,32707,9,,,
27805,25977,1828,5,,,
33639,16863,16776,18,,,
30564,25243,5321,6,,,
26912,520,26392,4,,,
32146,6767,25379,13,,,
35048,25949,9099,12,,,
26257,1175,25082,17,,,
31877,27285,4592,20,,,
29589,18621,10968,24,,,
22786,9001,13785,14,,,
25860,18262,7598,14,,,
33929,3033,30896,9,,,
26053,6399,19654,18,,,
29536,24348,5188,24,,,
37719,37248,471,7,,,
31445,1536,29909,20,,,
35864,12120,23744,15,,,
32037,21179,10858,5,,,
31707,15055,16652,14,,,
31429,25234,6195,15,,,
25578,3677,21901,20,,,
29228,10585,18643,11,,,
33063,13598,19465,3,,,
26119,14417,11702,14,,,
27237,12705,14532,15,,,
31195,15710,15485,15,,,
35680,2765,32915,13,,,
33903,29026,4877,15,,,
28371,12312,16059,20,,,
32619,18288,14331,16,,,
35390,25288,10102,8,,,
36785,34761,2024,18,,,
27069,23132,3937,21,,,
35810,1163,34647,19,,,
25517,19821,5696,8,,,
21447,2654,18793,17,,,
30100,14328,15772,7,,,
35845,9808,26037,14,,,
19962,10944,9018,14,,,
33803,32121,1682,12,,,
32891,27730,5161,14,,,
21892,14810,7082,20,,,
33532,7301,26231,13,,,
33786,31075,2711,12,,,
30009,16057,13952,12,,,
31814,6590,25224,11,,,
29495,2853,26642,12,,,
35241,19412,15829,21,,,
30065,9512,20553,14,,,
27794,360,27434,8,,,
26320,2923,23397,17,,,
24534,14038,10496,24,,,
29980,1439,28541,11,,,
25970,5395,20575,16,,,
25265,3078,22187,12,,,
31049,3305,27744,15,,,
29457,26773,2684,17,,,
29750,20634,9116,10,,,
36275,18180,18095,17,,,
29867,22308,7559,13,,,
33227,1864,31363,19,,,
26752,10650,16102,13,,,
35478,3293,32185,12,,,
31190,29395,1795,17,,,
33505,31515,1990,12,,,
31333,8195,23138,9,,,
31495,4966,26529,21,,,
27897,6399,21498,7,,,
21835,6192,15643,8,,,
35346,28616,6730,16,,,
35005,33524,1481,11,,,
34135,22238,11897,18,,,
29247,23493,5754,15,,,
25677,19419,6258,4,,,
21353,7013,14340,11,,,
33316,7882,25434,15,,,
29977,17770,12207,14,,,
33517,27835,5682,10,,,
32968,20618,12350,16,,,
33591,1538,32053,14,,,
33212,11021,22191,11,,,
24408,11948,12460,5,,,
29660,24230,5430,4,,,
35969,25881,10088,10,,,
29043,26697,2346,12,,,
31670,24645,7025,9,,,
23965,16639,7326,5,,,
28186,2072,26114,27,,,
27453,9902,17551,4,,,
29231,21429,7802,20,,,
27471,5937,21534,14,,,
29031,20291,8740,17,,,
29091,6076,23015,12,,,
31584,21402,10182,10,,,
37972,37220,752,8,,,
31191,16802,14389,28,,,
31475,3089,28386,17,,,
28001,5540,22461,10,,,
25300,308,24992,14,,,
31612,3728,27884,11,,,
25772,14408,11364,12,,,
23506,12786,10720,14,,,
23631,10846,12785,11,,,
22413,2501,19912,22,,,
33402,27208,6194,13,,,
31785,25291,6494,11,,,
23579,14105,9474,10,,,
30092,24260,5832,13,,,
31123,21947,9176,12,,,
23836,22856,980,15,,,
28854,27781,1073,13,,,
31731,4577,27154,14,,,
28436,25110,3326,10,,,
29251,15948,13303,16,,,
38229,15652,22577,13,,,
30100,28306,1794,14,,,
30969,8008,22961,13,,,
28917,19329,9588,12,,,
24113,11472,12641,4,,,
31798,23014,8784,14,,,
34014,29565,4449,18,,,
29405,38,29367,13,,,
24694,6387,18307,21,,,
29354,28675,679,15,,,
30267,13972,16295,7,,,
31473,2647,28826,17,,,
36904,20344,16560,18,,,
26077,3701,22376,23,,,
33345,27568,5777,18,,,
29836,23954,5882,29,,,
29345,14515,14830,7,,,
32003,8106,23897,14,,,
27535,862,26673,6,,,
30810,11613,19197,9,,,
28380,15243,13137,9,,,
31720,17923,13797,5,,,
22769,8441,14328,10,,,
25678,22534,3144,22,,,
17881,11038,6843,13,,,
28272,2891,25381,10,,,
27218,3693,23525,10,,,
21952,9330,12622,10,,,
36266,29155,7111,11,,,
31160,7758,23402,10,,,
39870,24090,15780,16,,,
27836,17377,10459,16,,,
25518,18947,6571,8,,,
34780,6123,28657,9,,,
25480,7976,17504,4,,,
28378,19421,8957,22,,,
27207,25024,2183,17,,,
25234,17430,7804,21,,,
29934,22278,7656,26,,,
33915,202,33713,4,,,
33380,3346,30034,13,,,
27350,25275,2075,9,,,
27377,4065,23312,15,,,
27260,16892,10368,8,,,
21830,12809,9021,15,,,
30042,8470,21572,10,,,
31729,26583,5146,5,,,
31572,20276,11296,15,,,
21669,21015,654,19,,,
29257,21666,7591,17,,,
25341,13906,11435,9,,,
31914,26115,5799,10,,,
31489,16153,15336,11,,,
29630,13347,16283,8,,,
31364,22892,8472,16,,,
29462,7713,21749,9,,,
23871,7511,16360,6,,,
31825,27792,4033,12,,,
25449,4800,20649,19,,,
31594,1363,30231,14,,,
31680,12877,18803,16,,,
28942,26074,2868,13,,,
25968,318,25650,10,,,
27865,9933,17932,14,,,
25555,12742,12813,8,,,
24252,19971,4281,6,,,
27491,15536,11955,10,,,
27133,23541,3592,14,,,
38020,29181,8839,15,,,
32504,6030,26474,9,,,
32175,12404,19771,5,,,
35248,2515,32733,20,,,
24034,4237,19797,13,,,
29047,7391,21656,7,,,
32986,20450,12536,15,,,
21945,15798,6147,21,,,
35672,13871,21801,23,,,
23166,11352,11814,11,,,
31287,7547,23740,16,,,
26835,5193,21642,18,,,
27609,20429,7180,9,,,
31510,4467,27043,12,,,
29578,18544,11034,22,,,
37755,26869,10886,19,,,
31509,9574,21935,6,,,
27550,21012,6538,21,,,
38021,27298,10723,13,,,
31944,28506,3438,14,,,
23420,7500,15920,19,,,
32316,31515,801,8,,,
34243,23260,10983,9,,,
25299,5543,19756,22,,,
29725,27315,2410,12,,,
34120,21520,12600,13,,,
29856,4700,25156,20,,,
33884,15609,18275,14,,,
29445,21085,8360,10,,,
23613,7345,16268,13,,,
37685,4959,32726,16,,,
31726,28310,3416,14,,,
25561,7862,17699,12,,,
27163,21518,5645,22,,,
34341,20754,13587,8,,,
34242,17977,16265,16,,,
32324,7150,25174,14,,,
29028,27152,1876,21,,,
33995,23428,10567,12,,,
38079,30373,7706,8,,,
35302,31407,3895,12,,,
32022,5029,26993,18,,,
35713,11130,24583,16,,,
27779,8364,19415,17,,,
27820,18083,9737,5,,,
37828,32840,4988,13,,,
29402,4641,24761,9,,,
33852,14391,19461,10,,,
33696,33300,396,15,,,
32051,15088,16963,12,,,
35728,3575,32153,20,,,
36063,7558,28505,5,,,
31061,4796,26265,15,,,
24410,19820,4590,7,,,
32750,22562,10188,13,,,
31926,2373,29553,18,,,
31570,28933,2637,19,,,
27845,1828,26017,12,,,
25520,7604,17916,9,,,
25359,5165,20194,7,,,
27356,12048,15308,12,,,
25779,12631,13148,20,,,
27415,8765,18650,15,,,
23518,21587,1931,12,,,
34082,32388,1694,9,,,
36280,3505,32775,13,,,
25906,15042,10864,14,,,
30539,23188,7351,11,,,
27613,15447,12166,14,,,
25281,11380,13901,22,,,
30899,726,30173,16,,,
30009,4767,25242,17,,,
35001,29864,5137,14,,,
33195,23731,9464,5,,,
29778,25461,4317,14,,,
23373,22875,498,12,,,
35738,32723,3015,19,,,
23499,18993,4506,15,,,
29722,8036,21686,11,,,
31797,7537,24260,18,,,
27075,1251,25824,8,,,
27841,26474,1367,15,,,
27213,25012,2201,21,,,
25589,7269,18320,14,,,
23402,7995,15407,20,,,
26143,1983,24160,20,,,
33042,10841,22201,12,,,
29757,25398,4359,20,,,
21620,11732,9888,20,,,
36332,31146,5186,11,,,
32804,5438,27366,11,,,
37341,35050,2291,10,,,
38077,32001,6076,22,,,
34035,13377,20658,26,,,
30866,10241,20625,14,,,
23585,5309,18276,11,,,
29588,22571,7017,8,,,
31569,18286,13283,19,,,
27399,13419,13980,17,,,
29777,20287,9490,15,,,
34063,19746,14317,10,,,
27389,19792,7597,17,,,
32651,11379,21272,5,,,
34245,7366,26879,11,,,
27209,13928,13281,11,,,
25286,21122,4164,13,,,
34312,15603,18709,18,,,
23734,8079,15655,14,,,
37774,8718,29056,14,,,
33358,27468,5890,18,,,
29661,19896,9765,14,,,
27886,1258,26628,12,,,
26892,17772,9120,22,,,
29381,8886,20495,18,,,
25382,17921,7461,9,,,
35237,34065,1172,21,,,
29881,6954,22927,8,,,
27112,22453,4659,21,,,
25655,8832,16823,15,,,
26948,2606,24342,18,,,
29446,5525,23921,12,,,
27807,27395,412,8,,,
27439,18662,8777,9,,,
32954,25481,7473,10,,,
29461,17693,11768,10,,,
35040,5597,29443,15,,,
31265,23020,8245,10,,,
32097,5493,26604,13,,,
34142,20334,13808,29,,,
27409,25832,1577,13,,,
33802,30102,3700,14,,,
33839,3648,30191,21,,,
29727,19147,10580,28,,,
29702,6706,22996,11,,,
23631,21205,2426,12,,,
33708,32876,832,9,,,
19516,3833,15683,10,,,
30036,28148,1888,23,,,
25288,8122,17166,24,,,
25916,1220,24696,15,,,
29953,15927,14026,14,,,
27913,7821,20092,17,,,
27759,467,27292,27,,,
27828,25484,2344,14,,,
24104,19038,5066,13,,,
27772,21180,6592,22,,,
31706,27005,4701,13,,,
31592,20604,10988,20,,,
28144,11163,16981,26,,,
27534,23483,4051,10,,,
35405,4467,30938,17,,,
33563,18621,14942,6,,,
29149,17590,11559,19,,,
28112,18137,9975,13,,,
29740,7960,21780,4,,,
27232,18372,8860,8,,,
25870,24256,1614,11,,,
29469,21508,7961,7,,,
31941,2707,29234,9,,,
30095,20278,9817,10,,,
29882,12101,17781,9,,,
27300,11299,16001,15,,,
31155,11106,20049,19,,,
39073,22528,16545,12,,,
27422,3296,24126,11,,,
29083,26850,2233,11,,,
31284,23059,8225,7,,,
25947,5230,20717,14,,,
33141,8373,24768,5,,,
27616,14919,12697,23,,,
33239,10327,22912,9,,,
27229,18482,8747,6,,,
29654,22783,6871,17,,,
36013,32048,3965,17,,,
31874,11160,20714,19,,,
33388,21978,11410,13,,,
25781,9462,16319,14,,,
23746,15224,8522,12,,,
23711,4621,19090,7,,,
29388,18766,10622,9,,,
26219,2625,23594,8,,,
35557,4267,31290,6,,,
26808,17789,9019,11,,,
30210,15944,14266,16,,,
21699,18510,3189,8,,,
29387,10978,18409,16,,,
29581,3544,26037,13,,,
29147,6338,22809,20,,,
29556,15859,13697,10,,,
33171,17932,15239,6,,,
33413,25905,7508,11,,,
32996,16408,16588,14,,,
33689,20638,13051,16,,,
35873,8039,27834,12,,,
27654,2747,24907,7,,,
37817,20540,17277,11,,,
25536,4623,20913,14,,,
24789,10115,14674,10,,,
25383,13559,11824,10,,,
23733,22838,895,20,,,
29272,15841,13431,5,,,
32972,18066,14906,14,,,
31139,16058,15081,10,,,
33589,12191,21398,13,,,
33379,26846,6533,13,,,
28198,25995,2203,11,,,
33231,1027,32204,10,,,
28109,20474,7635,19,,,
25782,22882,2900,18,,,
29358,18319,11039,11,,,
27712,20219,7493,13,,,
21335,20978,357,13,,,
25250,14747,10503,23,,,
31762,7882,23880,14,,,
35655,21291,14364,32,,,
37770,24313,13457,13,,,
33135,18101,15034,23,,,
33837,28977,4860,7,,,
31449,26056,5393,11,,,
28122,8786,19336,6,,,
27526,12623,14903,18,,,
29017,23870,5147,20,,,
30028,29166,862,16,,,
27296,5778,21518,11,,,
27365,11762,15603,12,,,
27279,18901,8378,9,,,
25291,16650,8641,17,,,
29548,17157,12391,15,,,
33415,2142,31273,13,,,
29423,27497,1926,8,,,
25000,12681,12319,13,,,
21335,7872,13463,9,,,
30083,4325,25758,15,,,
29177,7462,21715,10,,,
27914,12799,15115,15,,,
25702,21075,4627,10,,,
31707,4948,26759,19,,,
26636,14541,12095,22,,,
29630,171,29459,20,,,
29051,24248,4803,15,,,
26850,4377,22473,18,,,
31454,10542,20912,8,,,
33125,12250,20875,8,,,
29121,2944,26177,10,,,
31070,29133,1937,29,,,
29907,16379,13528,9,,,
21352,21208,144,8,,,
29055,19488,9567,8,,,
29651,25236,4415,5,,,
39118,24504,14614,12,,,
23851,11278,12573,12,,,
23707,16619,7088,10,,,
35513,9600,25913,18,,,
36939,35085,1854,8,,,
29494,70,29424,17,,,
29213,25052,4161,15,,,
31392,15440,15952,16,,,
23657,21703,1954,23,,,
29556,13560,15996,15,,,
31074,8885,22189,18,,,
25207,12155,13052,5,,,
29422,28041,1381,10,,,
33659,15524,18135,15,,,
26426,15455,10971,23,,,
33682,12967,20715,11,,,
30777,6856,23921,14,,,
29525,9866,19659,9,,,
32273,15745,16528,12,,,
30888,6735,24153,12,,,
34997,20474,14523,10,,,
27183,2779,24404,19,,,
33916,32184,1732,4,,,
31926,23651,8275,15,,,
33654,13170,20484,11,,,
29712,23697,6015,12,,,
25136,15205,9931,16,,,
28055,7833,20222,12,,,
33006,25840,7166,11,,,
23904,16657,7247,16,,,
26842,8947,17895,9,,,
27629,6176,21453,14,,,
29807,11750,18057,15,,,
29330,5332,23998,9,,,
27319,14098,13221,16,,,
33842,23028,10814,6,,,
28839,8584,20255,25,,,
23715,3887,19828,15,,,
35814,5040,30774,7,,,
31839,6184,25655,17,,,
31610,25554,6056,24,,,
15308,13011,2297,10,,,
17822,7433,10389,11,,,
17779,12822,4957,14,,,
35893,17051,18842,20,,,
27973,22867,5106,11,,,
33587,19583,14004,9,,,
33510,5917,27593,17,,,
35404,15463,19941,10,,,
21981,7568,14413,15,,,
15553,11743,3810,11,,,
30710,2577,28133,10,,,
31169,21006,10163,28,,,
29624,27023,2601,9,,,
29302,27419,1883,11,,,
31475,11822,19653,8,,,
25743,12836,12907,7,,,
27795,1731,26064,14,,,
25698,6597,19101,18,,,
23509,7266,16243,14,,,
29371,26959,2412,16,,,
29914,6159,23755,16,,,
31378,20191,11187,20,,,
30098,19260,10838,9,,,
27228,14041,13187,14,,,
27155,2922,24233,18,,,
29179,21852,7327,18,,,
31759,10094,21665,9,,,
31576,24079,7497,14,,,
29365,9706,19659,16,,,
23320,20701,2619,14,,,
33235,31729,1506,12,,,
28959,6235,22724,17,,,
33048,29960,3088,14,,,
27990,10317,17673,20,,,
33291,13376,19915,17,,,
38545,30241,8304,13,,,
27746,22651,5095,15,,,
25841,22374,3467,11,,,
32467,14472,17995,10,,,
35539,29159,6380,14,,,
23853,14401,9452,16,,,
28909,12147,16762,12,,,
25608,25485,123,9,,,
28967,24101,4866,9,,,
23873,6227,17646,20,,,
34126,17478,16648,16,,,
39460,11703,27757,15,,,
29584,21890,7694,6,,,
26880,26651,229,8,,,
31325,26352,4973,15,,,
29436,28788,648,10,,,
37816,36522,1294,4,,,
25281,25060,221,14,,,
32046,1101,30945,12,,,
37791,34465,3326,8,,,
25304,14336,10968,15,,,
27477,23607,3870,13,,,
29916,6222,23694,10,,,
28016,1475,26541,9,,,
33934,28987,4947,20,,,
26028,9505,16523,19,,,
37368,29529,7839,14,,,
33458,19811,13647,18,,,
35796,29026,6770,16,,,
29923,16449,13474,11,,,
27252,19448,7804,5,,,
30096,16719,13377,11,,,
35194,28109,7085,9,,,
37494,3625,33869,7,,,
27757,6148,21609,14,,,
29836,7459,22377,20,,,
27174,1460,25714,11,,,
33912,5124,28788,10,,,
29564,24622,4942,18,,,
29676,8759,20917,6,,,
25563,1416,24147,13,,,
28752,13792,14960,12,,,
34134,17539,16595,9,,,
31639,18617,13022,8,,,
29592,18173,11419,17,,,
34374,27197,7177,9,,,
32168,17914,14254,11,,,
29917,13104,16813,5,,,
27854,10326,17528,14,,,
27420,9093,18327,17,,,
31187,28047,3140,11,,,
29012,14392,14620,14,,,
25815,641,25174,6,,,
31441,30957,484,19,,,
31095,18154,12941,17,,,
31989,21085,10904,5,,,
24932,7432,17500,10,,,
25488,15309,10179,16,,,
33191,24599,8592,24,,,
27241,25502,1739,10,,,
27568,27025,543,9,,,
37283,30761,6522,11,,,
40122,4216,35906,6,,,
25914,22329,3585,15,,,
21277,5828,15449,15,,,
25629,20893,4736,19,,,
23843,8184,15659,9,,,
22855,18203,4652,7,,,
25216,22196,3020,6,,,
31727,12424,19303,16,,,
31548,21208,10340,27,,,
29996,14812,15184,27,,,
32402,988,31414,21,,,
24883,1629,23254,10,,,
29459,24696,4763,20,,,
35659,25550,10109,15,,,
33653,2390,31263,16,,,
28027,27567,460,21,,,
27847,13742,14105,14,,,
22908,21237,1671,14,,,
35571,7863,27708,14,,,
29841,26547,3294,13,,,
27817,5320,22497,15,,,
29575,1765,27810,17,,,
21937,17178,4759,10,,,
28880,27419,1461,10,,,
31161,18197,12964,18,,,
25924,14043,11881,14,,,
28033,15599,12434,13,,,
29163,13027,16136,13,,,
30387,24153,6234,7,,,
33384,17272,16112,8,,,
29609,20178,9431,10,,,
33895,29814,4081,11,,,
24023,10666,13357,21,,,
34269,12652,21617,15,,,
23383,15842,7541,13,,,
30342,10564,19778,12,,,
27632,19018,8614,12,,,
29083,28604,479,14,,,
29310,5287,24023,16,,,
27796,3693,24103,25,,,
23552,6038,17514,20,,,
28748,27812,936,16,,,
32337,29306,3031,12,,,
31100,2283,28817,8,,,
34069,23091,10978,14,,,
19711,1914,17797,25,,,
25478,12240,13238,11,,,
23911,16398,7513,14,,,
35750,4181,31569,13,,,
29429,278,29151,18,,,
35771,20948,14823,12,,,
26293,8324,17969,15,,,
27512,2638,24874,7,,,
31996,9398,22598,13,,,
29388,16807,12581,14,,,
29346,21132,8214,20,,,
33623,31155,2468,19,,,
31697,28232,3465,18,,,
25868,21587,4281,23,,,
29400,3445,25955,13,,,
25912,4795,21117,10,,,
36347,19519,16828,10,,,
29823,24278,5545,13,,,
22179,13401,8778,9,,,
29635,17705,11930,15,,,
35605,7699,27906,10,,,
37311,24950,12361,7,,,
33240,26416,6824,11,,,
23851,19940,3911,13,,,
31923,20056,11867,14,,,
25636,15375,10261,8,,,
28032,3555,24477,14,,,
23416,22330,1086,13,,,
29925,22410,7515,15,,,
29378,14395,14983,10,,,
28149,16693,11456,11,,,
29160,14929,14231,19,,,
33309,32529,780,10,,,
27713,7142,20571,13,,,
28003,2240,25763,14,,,
21976,7461,14515,10,,,
33859,27369,6490,16,,,
26005,14603,11402,12,,,
33679,26224,7455,14,,,
29618,14645,14973,15,,,
33926,12682,21244,12,,,
25654,21366,4288,26,,,
23811,22343,1468,19,,,
23869,1338,22531,10,,,
23691,9369,14322,14,,,
31846,29490,2356,10,,,
31735,20720,11015,16,,,
23840,5600,18240,8,,,
28941,9207,19734,16,,,
27806,19902,7904,22,,,
27495,3403,24092,18,,,
21367,10281,11086,14,,,
33397,19711,13686,16,,,
30928,45,30883,12,,,
30616,16432,14184,23,,,
29257,15364,13893,16,,,
29725,24915,4810,15,,,
27933,14070,13863,29,,,
34088,8169,25919,10,,,
29395,22654,6741,7,,,
29312,10665,18647,8,,,
31808,17492,14316,13,,,
35881,25612,10269,13,,,
31504,16581,14923,12,,,
36969,664,36305,8,,,
31946,9089,22857,9,,,
21606,5623,15983,11,,,
35467,8699,26768,8,,,
30509,7366,23143,26,,,
23582,10920,12662,20,,,
27512,8732,18780,9,,,
21604,17028,4576,26,,,
35534,22408,13126,10,,,
26140,2813,23327,10,,,
27311,21961,5350,6,,,
25847,6744,19103,14,,,
35020,16525,18495,20,,,
27906,5245,22661,13,,,
33205,26154,7051,13,,,
31581,9666,21915,10,,,
19803,2427,17376,9,,,
36035,33282,2753,17,,,
24153,9578,14575,16,,,
25724,14643,11081,9,,,
32592,8400,24192,5,,,
33793,21721,12072,13,,,
25589,1560,24029,19,,,
29158,8611,20547,6,,,
25826,2946,22880,15,,,
27848,25525,2323,9,,,
27213,15364,11849,15,,,
37345,18577,18768,13,,,
27228,17725,9503,5,,,
29024,6757,22267,9,,,
33641,11103,22538,7,,,
21790,16770,5020,12,,,
25486,15518,9968,12,,,
29441,19448,9993,18,,,
30097,14739,15358,19,,,
31934,27395,4539,19,,,
27613,1072,26541,18,,,
32970,14011,18959,12,,,
28244,12498,15746,12,,,
37930,26081,11849,11,,,
23138,3723,19415,5,,,
29951,29278,673,18,,,
31937,31433,504,23,,,
33576,10578,22998,14,,,
31219,25573,5646,32,,,
35296,22280,13016,11,,,
33627,18395,15232,17,,,
33331,31042,2289,6,,,
26125,13005,13120,19,,,
29427,14633,14794,12,,,
29934,4241,25693,9,,,
26023,20862,5161,8,,,
33877,23567,10310,13,,,
24263,14540,9723,19,,,
29747,7372,22375,8,,,
26956,3216,23740,12,,,
31435,12864,18571,15,,,
31083,9327,21756,15,,,
34104,4855,29249,12,,,
34294,7396,26898,11,,,
24813,24356,457,8,,,
26953,1799,25154,8,,,
29931,1116,28815,11,,,
29446,21098,8348,24,,,
35334,17142,18192,7,,,
29293,6030,23263,10,,,
32588,8224,24364,14,,,
29784,5246,24538,6,,,
29038,13431,15607,7,,,
30957,14028,16929,15,,,
33338,25183,8155,5,,,
25968,9192,16776,13,,,
29834,27416,2418,7,,,
23552,2067,21485,17,,,
27483,16831,10652,9,,,
30977,9499,21478,15,,,
27512,9322,18190,6,,,
29068,6171,22897,21,,,
26668,5003,21665,3,,,
24997,4018,20979,10,,,
37501,28057,9444,8,,,
28979,12022,16957,11,,,
31338,11368,19970,13,,,
32255,14611,17644,10,,,
25754,19198,6556,20,,,
31684,9555,22129,13,,,
26665,13690,12975,21,,,
27272,8090,19182,15,,,
29231,15954,13277,26,,,
23700,6963,16737,17,,,
29734,12312,17422,18,,,
31466,14832,16634,9,,,
22350,5242,17108,21,,,
24981,6944,18037,18,,,
35479,34070,1409,24,,,
25195,12916,12279,8,,,
25882,18808,7074,19,,,
29743,27247,2496,14,,,
27229,16514,10715,15,,,
27583,3607,23976,11,,,
23620,6573,17047,17,,,
35766,2793,32973,6,,,
33448,15921,17527,20,,,
25531,8710,16821,12,,,
20021,8778,11243,18,,,
31451,18658,12793,15,,,
27822,23169,4653,17,,,
33892,32555,1337,21,,,
27098,4527,22571,22,,,
35720,28792,6928,15,,,
30185,7632,22553,13,,,
23247,18754,4493,11,,,
25657,12985,12672,18,,,
26029,15073,10956,4,,,
29975,10435,19540,12,,,
34875,26701,8174,9,,,
25805,3164,22641,15,,,
31698,17597,14101,11,,,
27529,1090,26439,14,,,
33883,49,33834,11,,,
30763,18875,11888,20,,,
29539,5445,24094,21,,,
32052,28567,3485,14,,,
25328,25293,35,18,,,
29566,16700,12866,12,,,
31708,10179,21529,23,,,
25737,2315,23422,11,,,
36982,18419,18563,17,,,
35589,21134,14455,7,,,
30696,13657,17039,7,,,
27898,12250,15648,14,,,
29821,8155,21666,9,,,
33732,1890,31842,5,,,
27698,18210,9488,6,,,
23324,937,22387,9,,,
21775,17018,4757,20,,,
33689,15355,18334,12,,,
30003,3001,27002,15,,,
31291,25114,6177,5,,,
35561,15957,19604,18,,,
35312,6803,28509,11,,,
21830,18136,3694,12,,,
31471,19739,11732,6,,,
25330,18123,7207,15,,,
25293,23127,2166,18,,,
25490,23919,1571,12,,,
37923,36823,1100,8,,,
26133,1732,24401,18,,,
27092,17525,9567,8,,,
27353,9581,17772,13,,,
26088,18276,7812,20,,,
28187,4752,23435,12,,,
27248,1900,25348,18,,,
24984,16002,8982,10,,,
27435,26933,502,8,,,
29817,12174,17643,13,,,
29908,15331,14577,21,,,
31385,19090,12295,11,,,
28007,1358,26649,7,,,
29295,10459,18836,15,,,
22900,7375,15525,5,,,
27222,18379,8843,18,,,
23592,20851,2741,17,,,
19572,1022,18550,26,,,
30970,29955,1015,9,,,
34085,31345,2740,9,,,
31434,4149,27285,12,,,
29575,13931,15644,15,,,
36068,16012,20056,15,,,
24771,12328,12443,9,,,
29671,27825,1846,13,,,
22217,5328,16889,9,,,
27875,23914,3961,9,,,
27437,8134,19303,23,,,
23340,3513,19827,16,,,
31575,20884,10691,10,,,
23470,16993,6477,10,,,
31112,7490,23622,10,,,
33479,3753,29726,14,,,
28721,8862,19859,13,,,
27729,6712,21017,22,,,
34948,26263,8685,11,,,
27132,17786,9346,9,,,
27164,19698,7466,14,,,
38127,19738,18389,16,,,
29983,28238,1745,6,,,
31739,14185,17554,12,,,
29426,3548,25878,22,,,
23655,3557,20098,22,,,
37413,27326,10087,11,,,
25800,8693,17107,10,,,
30240,9961,20279,9,,,
33080,17250,15830,9,,,
23777,1624,22153,12,,,
27718,21086,6632,10,,,
31661,14461,17200,14,,,
31324,14637,16687,9,,,
31447,4649,26798,17,,,
29415,1628,27787,15,,,
28997,8338,20659,8,,,
31731,18265,13466,18,,,
30066,14935,15131,11,,,
37594,36897,697,12,,,
30791,8396,22395,12,,,
33809,24962,8847,16,,,
29445,28374,1071,15,,,
31859,9301,22558,9,,,
27578,11688,15890,11,,,
29245,9944,19301,4,,,
23242,20152,3090,14,,,
30255,3302,26953,10,,,
31540,18819,12721,9,,,
30739,25960,4779,15,,,
